duration_seconds
1795
195
284
282
1426
240
149
183
396
579
2882
1168
355
596
79
586
1660
1122
1167
221
626
2563
1900
260
151
3154
1134
348
197
1101
1061
1230
58
56
2176
2814
2863
2143
2048
156
625
243
2152
93
613
212
2362
117
1966
2119
1779
2418
1786
1235
188
873
239
44
604
2036
697
1120
57
83
590
2459
1579
1430
133
363
1194
176
100
165
2110
1910
40
1107
144
1967
202
1082
2826
1184
2022
1099
53
