start_time,end_time,speaker_id
00:54:00,00:54:00,8
00:54:00,00:54:00,11
00:54:01,00:54:01,11
00:54:01,00:54:01,8
00:54:01,00:54:01,11
00:54:02,00:54:02,8
00:54:02,00:54:03,11
00:54:05,00:54:09,11
00:54:10,00:54:11,11
00:54:13,00:54:14,18
00:54:14,00:54:14,10
00:54:14,00:54:15,18
00:54:15,00:54:17,10
00:54:17,00:54:22,18
00:54:21,00:54:21,10
00:54:21,00:54:21,10
00:54:24,00:54:24,18
00:54:24,00:54:25,18
00:54:27,00:54:29,18
00:54:30,00:54:31,18
00:54:32,00:54:33,8
00:54:33,00:54:35,8
00:54:35,00:54:36,8
00:54:36,00:54:37,8
00:54:38,00:54:38,8
00:54:38,00:54:38,10
00:54:39,00:54:41,8
00:54:41,00:54:42,8
00:54:42,00:54:43,10
00:54:44,00:54:45,18
00:54:46,00:54:46,12
00:54:46,00:54:46,10
00:54:46,00:54:46,12
00:54:46,00:54:46,10
00:54:46,00:54:47,12
00:54:47,00:54:48,18
00:54:49,00:54:50,18
00:54:50,00:54:50,12
00:54:53,00:54:53,11
00:54:53,00:54:54,18
00:54:58,00:54:59,7
00:55:00,00:55:00,7
00:55:00,00:55:01,18
00:55:01,00:55:01,7
00:55:03,00:55:04,18
00:55:06,00:55:07,5
00:55:07,00:55:08,5
00:55:09,00:55:10,18
00:55:10,00:55:11,18
00:55:12,00:55:16,18
00:55:16,00:55:16,2
00:55:16,00:55:22,18
00:55:26,00:55:26,5
00:55:26,00:55:30,18
00:55:31,00:55:32,18
00:55:35,00:55:40,10
00:55:37,00:55:37,18
00:55:37,00:55:38,12
00:55:38,00:55:38,18
00:55:38,00:55:38,12
00:55:38,00:55:39,18
00:55:39,00:55:39,12
00:55:39,00:55:39,18
00:55:39,00:55:40,12
00:55:40,00:55:40,12
00:55:42,00:55:42,18
00:55:43,00:55:44,18
00:55:53,00:55:53,18
00:55:55,00:55:57,18
00:55:58,00:55:59,18
00:56:00,00:56:00,18
00:56:00,00:56:00,11
00:56:02,00:56:04,11
00:56:05,00:56:06,11
00:56:08,00:56:10,11
00:56:12,00:56:13,11
00:56:14,00:56:15,18
00:56:16,00:56:17,18
00:56:18,00:56:18,12
00:56:18,00:56:19,18
00:56:19,00:56:20,12
00:56:20,00:56:20,18
00:56:25,00:56:26,12
00:56:28,00:56:28,12
00:56:29,00:56:30,12
00:56:48,00:56:49,11
00:56:50,00:56:51,11
00:56:54,00:56:55,11
00:56:55,00:56:56,11
00:56:57,00:56:59,11
00:57:00,00:57:00,11
00:57:01,00:57:02,11
00:57:05,00:57:05,11
00:57:06,00:57:08,11
00:57:09,00:57:09,11
00:57:10,00:57:12,11
00:57:14,00:57:15,11
00:57:15,00:57:17,11
00:57:18,00:57:19,11
00:57:21,00:57:22,11
00:57:24,00:57:25,11
00:57:27,00:57:28,11
00:57:29,00:57:30,11
00:57:31,00:57:32,11
00:57:36,00:57:38,11
00:57:40,00:57:41,11
00:57:53,00:57:54,16
00:57:55,00:57:56,16
00:57:56,00:57:57,16
00:58:00,00:58:01,16
00:58:01,00:58:02,16
00:58:03,00:58:04,16
00:58:06,00:58:06,16
00:58:06,00:58:06,12
00:58:10,00:58:10,16
00:58:11,00:58:12,12
00:58:23,00:58:25,11
00:58:26,00:58:27,11
00:58:28,00:58:30,11
00:58:34,00:58:36,4
00:58:37,00:58:37,11
00:58:37,00:58:38,4
00:58:38,00:58:38,11
00:58:38,00:58:38,4
00:58:38,00:58:38,11
00:58:41,00:58:41,11
00:58:43,00:58:46,11
00:58:50,00:58:50,1
00:58:50,00:58:50,11
00:58:50,00:58:50,1
00:58:50,00:58:50,11
00:58:50,00:58:51,1
00:58:52,00:58:54,1
00:58:55,00:58:57,1
00:58:58,00:59:01,1
00:59:01,00:59:03,1
00:59:04,00:59:05,1
00:59:06,00:59:08,1
00:59:09,00:59:10,1
00:59:11,00:59:14,1
00:59:15,00:59:16,1
00:59:16,00:59:19,1
00:59:20,00:59:23,1
00:59:24,00:59:27,1
00:59:27,00:59:29,1
00:59:29,00:59:31,1
00:59:32,00:59:33,1
00:59:34,00:59:37,1
00:59:37,00:59:38,1
00:59:39,00:59:40,1
00:59:40,00:59:42,1
00:59:42,00:59:45,1
00:59:46,00:59:47,1
00:59:48,00:59:50,1
00:59:51,00:59:52,1
00:59:53,00:59:53,1
